"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"1671","G","Gayduchenko","Sergei","[TSN] Sergei Gayduchenko","Sergei Gayduchenko",3818,1671,"gayduse89",0,0,0,0,0,"1989-06-06","6-5","222","L"
"1672","L","Gazdic","Luke","[TSN] Luke Gazdic","Luke Gazdic",3820,1672,"gazdilu89",0,0,0,0,0,"1989-07-25","6-3","240","L"
"1673","D","Gedig","Curtis","[TSN] Curtis Gedig","Curtis Gedig",3823,1673,"gedigcu91",0,0,0,0,0,"1991-09-14","6-3","190","L"
"1674","D","Geertsen","Mason","[TSN] Mason Geertsen","Mason Geertsen",3824,1674,"geertma95",0,0,0,0,0,"1995-04-19","6-3","199","L"
"1675","CR","Gelech","Randall","[TSN] Randall Gelech","Randall Gelech",3826,1675,"gelecra84",0,0,0,0,0,"1984-02-02","6-3","220","R"
"1676","D","Gelinas","Eric","[TSN] Eric Gelinas","Eric Gelinas",3827,1676,"geliner91",0,0,0,0,0,"1991-05-08","6-4","210","L"
"1677","D","Gelinas","Guillaume","[TSN] Guillaume Gelinas","Guillaume Gelinas",3831,1677,"gelingu93",0,0,0,0,0,"1993-06-14","5-10","185","L"
"1678","L","Gelinas","Martin","[TSN] Martin Gelinas","Martin Gelinas",3833,1678,"gelinma70",0,0,0,0,0,"1970-06-05","5-11","202","L"
"1679","L","Gellard","Mike","[TSN] Mike Gellard","Mike Gellard",3835,1679,"gellami78",0,0,0,0,0,"1978-10-10","6-1","193","L"
"1680","D","Gendron","Miles","[CAP] GENDRON, MILES","Miles Gendron",3836,1680,"gendrmi96",0,0,0,0,0,"1996-06-28",NA,NA,NA
"1681","R","Gendur","Dan","[TSN] Dan Gendur","Dan Gendur",3837,1681,"genduda87",0,0,0,0,0,"1987-05-21","5-11","195","R"
"1682","D","Generous","Matt","[TSN] Matt Generous","Matt Generous",3838,1682,"generma85",0,0,0,0,0,"1985-05-04","6-3","208","R"
"1683","C","Gennaro","Matteo","[CAP] Matteo Gennaro","Matteo Gennaro",3839,1683,"gennama97",NA,NA,NA,NA,NA,"1997-03-30",NA,NA,NA
"1684","C","Genovy","Jeff","[TSN] Jeff Genovy","Jeff Genovy",3840,1684,"genovje82",0,0,0,0,0,"1982-12-04","6-3","191","L"
"1685","D","Genoway","Chay","[TSN] Chay Genoway","Chay Genoway",3841,1685,"genowch86",0,0,0,0,0,"1986-12-20","5-9","177","L"
"1686","L","Genoway","Colby","[TSN] Colby Genoway","Colby Genoway",3843,1686,"genowco83",0,0,0,0,0,"1983-12-12","6-1","201","R"
"1687","LC","Geoffrion","Blake","[TSN] Blake Geoffrion","Blake Geoffrion",3844,1687,"geoffbl88",0,0,0,0,0,"1988-02-03","6-1","190","L"
"1688","LR","Gerbe","Nathan","[TSN] Nathan Gerbe","Nathan Gerbe",3847,1688,"gerbena87",0,0,0,0,0,"1987-07-24","5-5","178","L"
"1689","G","Gerber","Martin","[TSN] Martin Gerber","Martin Gerber",3851,1689,"gerbema74",0,0,0,0,0,"1974-09-03","5-11","199","L"
"1690","R","Gergen","Michael","[TSN] Michael Gergen","Michael Gergen",3855,1690,"gergemi87",0,0,0,0,0,"1987-02-17","5-11","185","L"
"1691","R","Germyn","Carsen","[TSN] Carsen Germyn","Carsen Germyn",3856,1691,"germyca82",0,0,0,0,0,"1982-02-22","5-11","190","R"
"1692","C","Gernander","Ken","[TSN] Ken Gernander","Ken Gernander",3858,1692,"gernake69",0,0,0,0,0,"1969-06-30","5-10","175","L"
"1693","D","Gernat","Martin","[TSN] Martin Gernat","Martin Gernat",3860,1693,"gernama93",0,0,0,0,0,"1993-04-11","6-5","187","L"
"1694","C","Gersich","Shane","[CAP] GERSICH, SHANE","Shane Gersich",3862,1694,"gersish96",0,0,0,0,0,"1996-07-10",NA,NA,NA
"1695","D","Gervais","Bruno","[TSN] Bruno Gervais","Bruno Gervais",3863,1695,"gervabr84",0,0,0,0,0,"1984-10-03","6-1","200","R"
"1696","C","Getzlaf","Ryan","[TSN] Ryan Getzlaf","Ryan Getzlaf",3868,1696,"getzlry85",0,0,0,0,0,"1985-05-10","6-4","221","R"
"1697","C","Gibbons","Brian","[TSN] Brian Gibbons","Brian Gibbons",3872,1697,"gibbobr88",0,0,0,0,0,"1988-02-26","5-8","170","L"
"1698","R","Gibbons","Ryan","[TSN] Ryan Gibbons","Ryan Gibbons",3876,1698,"gibbory85",0,0,0,0,0,"1985-01-01","6-4","210","R"
"1699","G","Gibson","Christopher","[TSN] Christopher Gibson","Christopher Gibson",3877,1699,"gibsoch92",0,0,0,0,0,"1992-12-27","6-1","190","L"
"1700","G","Gibson","John","[TSN] John Gibson","John Gibson",3880,1700,"gibsojo93",0,0,0,0,0,"1993-07-14","6-3","210","L"
"1701","C","Gifford","Brian","[TSN] Brian Gifford","Brian Gifford",3883,1701,"giffobr85",0,0,0,0,0,"1985-11-12","6-1","173","L"
"1702","G","Giguere","Jean-Sebastien","[TSN] Jean-Sebastien Giguere","Jean-Sebastien Giguere",3884,1702,"gigueje77",0,0,0,0,0,"1977-05-16","6-1","202","L"
"1703","D","Gilbert","Dennis","[CAP] Dennis Gilbert","Dennis Gilbert",3889,1703,"gilbede96",NA,NA,NA,NA,NA,"1996-10-30",NA,NA,NA
"1704","C","Gilbert","David","[TSN] David Gilbert","David Gilbert",3890,1704,"gilbeda91",0,0,0,0,0,"1991-02-09","6-2","186","L"
"1705","D","Gilbert","Tom","[TSN] Tom Gilbert","Tom Gilbert",3891,1705,"gilbeto83",0,0,0,0,0,"1983-01-10","6-2","206","R"
"1706","LC","Gilchrist","Brent","[TSN] Brent Gilchrist","Brent Gilchrist",3894,1706,"gilchbr67",0,0,0,0,0,"1967-04-03","5-11","180","L"
"1707","L","Giliati","Stefano","[TSN] Stefano Giliati","Stefano Giliati",3896,1707,"giliast87",0,0,0,0,0,"1987-10-07","5-11","200","L"
"1708","C","Gill","Aaron","[TSN] Aaron Gill","Aaron Gill",3897,1708,"gillxaa80",0,0,0,0,0,"1980-03-05","6-0","180","R"
"1709","D","Gill","Hal","[TSN] Hal Gill","Hal Gill",3898,1709,"gillxha75",0,0,0,0,0,"1975-04-06","6-7","243","L"
"1710","D","Gill","Todd","[TSN] Todd Gill","Todd Gill",3902,1710,"gillxto65",0,0,0,0,0,"1965-11-09","6-0","180","L"
"1711","L","Gillies","Colton","[TSN] Colton Gillies","Colton Gillies",3904,1711,"gillico89",0,0,0,0,0,"1989-02-12","6-4","208","L"
"1712","G","Gillies","Jon","[TSN] Jon Gillies","Jon Gillies",3907,1712,"gillijo94",0,0,0,0,0,"1994-01-22","6-5","216","L"
"1713","L","Gillies","Trevor","[TSN] Trevor Gillies","Trevor Gillies",3909,1713,"gillitr79",0,0,0,0,0,"1979-01-30","6-3","231","L"
"1714","CR","Gilmour","Adam","[TSN] Adam Gilmour","Adam Gilmour",3912,1714,"gilmoad94",0,0,0,0,0,"1994-01-29","6-2","193","R"
"1715","C","Gilmour","Doug","[TSN] Doug Gilmour","Doug Gilmour",3914,1715,"gilmodo63",0,0,0,0,0,"1963-06-25","5-11","177","L"
"1716","D","Gilmour","John","[TSN] John Gilmour","John Gilmour",3916,1716,"gilmojo93",0,0,0,0,0,"1993-05-17","5-11","173","L"
"1717","D","Gilroy","Matt","[TSN] Matt Gilroy","Matt Gilroy",3918,1717,"gilroma84",0,0,0,0,0,"1984-07-20","6-1","199","R"
"1718","D","Gimayev","Sergei","[TSN] Sergei Gimayev","Sergei Gimayev",3920,1718,"gimayse84",0,0,0,0,0,"1984-02-16","6-1","183","L"
"1719","R","Gionta","Brian","[TSN] Brian Gionta","Brian Gionta",3922,1719,"giontbr79",0,0,0,0,0,"1979-01-18","5-7","176","R"
"1720","CR","Gionta","Stephen","[TSN] Stephen Gionta","Stephen Gionta",3927,1720,"giontst83",0,0,0,0,0,"1983-10-09","5-7","185","R"
"1721","D","Giordano","Mark","[TSN] Mark Giordano","Mark Giordano",3931,1721,"giordma83",0,0,0,0,0,"1983-10-03","6-0","200","L"
"1722","C","Girard","Felix","[TSN] Felix Girard","Felix Girard",3935,1722,"girarfe94",0,0,0,0,0,"1994-05-09","5-10","185","R"
"1723","D","Girard","Jonathan","[TSN] Jonathan Girard","Jonathan Girard",3937,1723,"girarjo80",0,0,0,0,0,"1980-05-27","5-11","201","R"
"1724","D","Girardi","Daniel","[TSN] Dan Girardi","Daniel Girardi",3939,1724,"girarda84",0,0,0,0,0,"1984-04-29","6-1","203","R"
"1725","CL","Girgensons","Zemgus","[TSN] Zemgus Girgensons","Zemgus Girgensons",3944,1725,"girgeze94",0,0,0,0,0,"1994-01-05","6-2","194","L"
"1726","L","Giroux","Alexandre","[TSN] Alexandre Giroux","Alexandre Giroux",3947,1726,"giroual81",0,0,0,0,0,"1981-06-16","6-2","200","L"
"1727","C","Giroux","Claude","[TSN] Claude Giroux","Claude Giroux",3952,1727,"giroucl88",0,0,0,0,0,"1988-01-12","5-11","172","R"
"1728","D","Giroux","Raymond","[TSN] Raymond Giroux","Raymond Giroux",3956,1728,"giroura76",0,0,0,0,0,"1976-07-20","6-1","190","L"
"1729","G","Gistedt","Joel","[TSN] Joel Gistedt","Joel Gistedt",3959,1729,"gistejo87",0,0,0,0,0,"1987-12-07","5-11","176","L"
"1730","G","Giugovaz","Michael","[TSN] Michael Giugovaz","Michael Giugovaz",3960,1730,"giugomi95",0,0,0,0,0,"1995-05-08","6-0","172","R"
"1731","C","Giuliano","Jeff","[TSN] Jeff Giuliano","Jeff Giuliano",3961,1731,"giulije79",0,0,0,0,0,"1979-06-20","5-9","205","L"
"1732","L","Gladskikh","Evgeny","[TSN] Evgeny Gladskikh","Evgeny Gladskikh",3964,1732,"gladsev82",0,0,0,0,0,"1982-04-24","6-0","176","L"
"1733","L","Glass","Andrew","[TSN] Andrew Glass","Andrew Glass",3966,1733,"glassan89",0,0,0,0,0,"1989-07-14","6-0","176","L"
"1734","G","Glass","Jeff","[TSN] Jeff Glass","Jeff Glass",3967,1734,"glassje85",0,0,0,0,0,"1985-11-19","6-3","206","L"
"1735","L","Glass","Tanner","[TSN] Tanner Glass","Tanner Glass",3968,1735,"glassta83",0,0,0,0,0,"1983-11-29","6-1","210","L"
"1736","L","Glasser","Matt","[TSN] Matt Glasser","Matt Glasser",3973,1736,"glassma87",0,0,0,0,0,"1987-01-11","5-10","175","L"
"1737","L","Glazachev","Konstantin","[TSN] Konstantin Glazachev","Konstantin Glazachev",3974,1737,"glazako85",0,0,0,0,0,"1985-02-18","6-0","186","R"
"1738","D","Gleason","Joe","[TSN] Joe Gleason","Joe Gleason",3976,1738,"gleasjo90",0,0,0,0,0,"1990-03-30","5-9","171","R"
"1739","D","Gleason","Tim","[TSN] Tim Gleason","Tim Gleason",3977,1739,"gleasti83",0,0,0,0,0,"1983-01-29","6-0","217","L"
"1740","D","Gleed","Jon","[TSN] Jon Gleed","Jon Gleed",3982,1740,"gleedjo84",0,0,0,0,0,"1984-01-03","6-2","210","R"
"1741","L","Glencross","Curtis","[TSN] Curtis Glencross","Curtis Glencross",3983,1741,"glenccu82",0,0,0,0,0,"1982-12-28","6-1","197","L"
"1742","C","Glendening","Luke","[TSN] Luke Glendening","Luke Glendening",3989,1742,"glendlu89",0,0,0,0,0,"1989-04-28","5-11","200","R"
"1743","R","Glennie","Scott","[TSN] Scott Glennie","Scott Glennie",3992,1743,"glennsc91",0,0,0,0,0,"1991-02-22","6-1","204","R"
"1744","L","Glienke","Zach","[TSN] Zach Glienke","Zach Glienke",3995,1744,"glienza94",0,0,0,0,0,"1994-12-02","6-3","190","L"
"1745","R","Globke","Rob","[TSN] Rob Globke","Rob Globke",3996,1745,"globkro82",0,0,0,0,0,"1982-10-24","6-2","208","R"
"1746","D","Glover","Jack","[CAP] GLOVER, JACK","Jack Glover",3998,1746,"gloveja96",0,0,0,0,0,"1996-05-17",NA,NA,NA
"1747",NA,"Glukhov","Alexei","[CAP] GLUKHOV, ALEXEI","Alexei Glukhov",3999,1747,"glukhal84",0,0,0,0,0,"1984-04-05",NA,NA,NA
"1748","D","Glukhov","Nikolai","[TSN] Nikolai Glukhov","Nikolai Glukhov",4000,1748,"glukhni95",0,0,0,0,0,"1995-04-28","6-2","178","R"
"1749","R","Glumac","Mike","[TSN] Mike Glumac","Mike Glumac",4001,1749,"glumami80",0,0,0,0,0,"1980-04-05","6-2","209","R"
"1750","R","Gobeil","Thomas","[TSN] Thomas Gobeil","Thomas Gobeil",4005,1750,"gobeith94",0,0,0,0,0,"1994-11-18","6-0","200","R"
"1751","C","Goc","Marcel","[TSN] Marcel Goc","Marcel Goc",4006,1751,"gocxxma83",0,0,0,0,0,"1983-08-24","6-1","197","L"
"1752","D","Goc","Sascha","[TSN] Sascha Goc","Sascha Goc",4011,1752,"gocxxsa79",0,0,0,0,0,"1979-04-14","6-6","220","R"
"1753","R","Godard","Eric","[TSN] Eric Godard","Eric Godard",4012,1753,"godarer80",0,0,0,0,0,"1980-03-07","6-4","214","R"
"1754","D","Godfrey","Josh","[TSN] Josh Godfrey","Josh Godfrey",4016,1754,"godfrjo88",0,0,0,0,0,"1988-01-15","6-1","202","R"
"1755","G","Goehring","Karl","[TSN] Karl Goehring","Karl Goehring",4017,1755,"goehrka78",0,0,0,0,0,"1978-08-23","5-8","160","L"
"1756","R","Goertzen","Steven","[TSN] Steven Goertzen","Steven Goertzen",4019,1756,"goertst84",0,0,0,0,0,"1984-05-26","6-2","216","R"
"1757","C","Goggin","Mark","[TSN] Mark Goggin","Mark Goggin",4023,1757,"goggima90",0,0,0,0,0,"1990-07-29","5-11","177","L"
"1758","L","Gogol","Curt","[TSN] Curt Gogol","Curt Gogol",4024,1758,"gogolcu91",0,0,0,0,0,"1991-09-21","6-1","190","L"
"1759","LR","Gogulla","Philip","[TSN] Philip Gogulla","Philip Gogulla",4026,1759,"gogulph87",0,0,0,0,0,"1987-07-31","6-2","182","L"
"1760","R","Goldobin","Nikolay","[TSN] Nikolay Goldobin","Nikolay Goldobin",4028,1760,"goldoni95",0,0,0,0,0,"1995-10-07","6-0","178","L"
"1761","D","Goligoski","Alex","[TSN] Alex Goligoski","Alex Goligoski",4030,1761,"goligal85",0,0,0,0,0,"1985-07-30","5-11","185","L"
"1762","R","Gollenbeck","Erik","[TSN] Erik Gollenbeck","Erik Gollenbeck",4036,1762,"golleer95",0,0,0,0,0,"1995-05-31","5-10","163","R"
"1763","D","Goloubef","Cody","[TSN] Cody Goloubef","Cody Goloubef",4037,1763,"golouco89",0,0,0,0,0,"1989-11-30","6-1","190","R"
"1764","C","Gomez","Scott","[TSN] Scott Gomez","Scott Gomez",4041,1764,"gomezsc79",0,0,0,0,0,"1979-12-23","5-11","202","L"
"1765","D","Gonchar","Sergei","[TSN] Sergei Gonchar","Sergei Gonchar",4048,1765,"gonchse74",0,0,0,0,0,"1974-04-13","6-2","210","L"
"1766","D","Goncharov","Maxim","[TSN] Maxim Goncharov","Maxim Goncharov",4051,1766,"gonchma89",0,0,0,0,0,"1989-06-15","6-3","215","R"
"1767","LR","Goodrow","Barclay","[TSN] Barclay Goodrow","Barclay Goodrow",4053,1767,"goodrba93",0,0,0,0,0,"1993-02-26","6-2","210","L"
"1768","L","Gorbunov","Vladimir","[CAP] GORBUNOV, VLADIMIR","Vladimir Gorbunov",4056,1768,"gorbuvl82",0,0,0,0,0,"1982-04-22",NA,NA,NA
"1769","D","Gordichuk","Max","[TSN] Max Gordichuk","Max Gordichuk",4057,1769,"gordima86",0,0,0,0,0,"1986-01-29","6-4","228","R"
"1770","R","Gordon","Andrew","[TSN] Andrew Gordon","Andrew Gordon",4058,1770,"gordoan85",0,0,0,0,0,"1985-12-13","6-0","194","R"
"1771","C","Gordon","Boyd","[TSN] Boyd Gordon","Boyd Gordon",4063,1771,"gordobo83",0,0,0,0,0,"1983-10-19","6-0","202","R"
"1772","L","Gordon","Coda","[TSN] Coda Gordon","Coda Gordon",4067,1772,"gordoco94",0,0,0,0,0,"1994-08-04","6-1","176","L"
"1773","R","Goren","Lee","[TSN] Lee Goren","Lee Goren",4068,1773,"gorenle77",0,0,0,0,0,"1977-12-26","6-3","205","R"
"1774","D","Gorges","Josh","[TSN] Josh Gorges","Josh Gorges",4072,1774,"gorgejo84",0,0,0,0,0,"1984-08-14","6-1","201","L"
"1775","D","Gormley","Brandon","[TSN] Brandon Gormley","Brandon Gormley",4077,1775,"gormlbr92",0,0,0,0,0,"1992-02-18","6-2","196","L"
"1776","D","Gorohov","Ilja","[CAP] GOROHOV, ILJA","Ilja Gorohov",4080,1776,"gorohil77",0,0,0,0,0,"1977-08-23",NA,NA,NA
"1777","R","Gortz","Max","[TSN] Max Gortz","Max Gortz",4081,1777,"gortzma93",0,0,0,0,0,"1993-01-28","6-3","196","R"
"1778","R","Gosselin","David","[TSN] David Gosselin","David Gosselin",4083,1778,"gosseda77",0,0,0,0,0,"1977-06-22","6-1","205","R"
"1779","D","Gostisbehere","Shayne","[TSN] Shayne Gostisbehere","Shayne Gostisbehere",4084,1779,"gostish93",0,0,0,0,0,"1993-04-20","5-11","160","L"
"1780","G","Gothberg","Zane","[TSN] Zane Gothberg","Zane Gothberg",4087,1780,"gothbza92",0,0,0,0,0,"1992-08-20","6-2","204","L"
"1781","D","Gotovets","Kirill","[TSN] Kirill Gotovets","Kirill Gotovets",4088,1781,"gotovki91",0,0,0,0,0,"1991-06-25","5-11","175","L"
"1782","L","Goulbourne","Tyrell","[TSN] Tyrell Goulbourne","Tyrell Goulbourne",4089,1782,"goulbty94",0,0,0,0,0,"1994-01-26","5-11","195","L"
"1783","D","Goulet","Alain","[TSN] Alain Goulet","Alain Goulet",4091,1783,"gouleal88",0,0,0,0,0,"1988-09-22","6-2","186","R"
"1784","LR","Goulet","Stephane","[TSN] Stephane Goulet","Stephane Goulet",4093,1784,"goulest86",0,0,0,0,0,"1986-01-07","6-3","185","L"
"1785","L","Gourde","Yanni","[TSN] Yanni Gourde","Yanni Gourde",4094,1785,"gourdya91",0,0,0,0,0,"1991-12-15","5-9","157","L"
"1786","L","Gove","David","[TSN] David Gove","David Gove",4096,1786,"govexda78",0,0,0,0,0,"1978-05-04","5-9","190","L"
"1787","L","Grabner","Michael","[TSN] Michael Grabner","Michael Grabner",4098,1787,"grabnmi87",0,0,0,0,0,"1987-10-05","6-0","186","L"
"1788","C","Grabovski","Mikhail","[TSN] Mikhail Grabovski","Mikhail Grabovski",4101,1788,"grabomi84",0,0,0,0,0,"1984-01-31","5-11","183","L"
"1789","L","Grachev","Evgeny","[TSN] Evgeny Grachev","Evgeny Grachev",4106,1789,"grachev90",0,0,0,0,0,"1990-02-21","6-4","225","L"
"1790","R","Gracik","Juraj","[TSN] Juraj Gracik","Juraj Gracik",4110,1790,"graciju86",0,0,0,0,0,"1986-08-14","6-3","190","R"
"1791","G","Gracnar","Luka","[TSN] Luka Gracnar","Luka Gracnar",4111,1791,"gracnlu93",0,0,0,0,0,"1993-10-31","5-10","185","L"
"1792","D","Gragnani","Marc-Andre","[TSN] Marc-Andre Gragnani","Marc-Andre Gragnani",4112,1792,"gragnma87",0,0,0,0,0,"1987-03-11","6-2","201","L"
"1793","C","Graham","Bruce","[TSN] Bruce Graham","Bruce Graham",4115,1793,"grahabr85",0,0,0,0,0,"1985-12-02","6-6","230","L"
"1794","G","Graham","Charlie","[TSN] Charlie Graham","Charlie Graham",4116,1794,"grahach95",0,0,0,0,0,"1995-06-30","5-11","173","L"
"1795","D","Graham","Jesse","[TSN] Jesse Graham","Jesse Graham",4117,1795,"grahaje94",0,0,0,0,0,"1994-05-13","5-11","170","R"
"1796","G","Grahame","John","[TSN] John Grahame","John Grahame",4119,1796,"grahajo75",0,0,0,0,0,"1975-08-31","6-3","220","L"
"1797","D","Granath","Elias","[TSN] Elias Granath","Elias Granath",4123,1797,"granael85",0,0,0,0,0,"1985-09-06","6-1","174","L"
"1798","D","Granberg","Petter","[TSN] Petter Granberg","Petter Granberg",4124,1798,"granbpe92",0,0,0,0,0,"1992-08-27","6-3","200","R"
"1799","D","Grand-Pierre","J-Luc","[TSN] J-Luc Grand-Pierre","J-Luc Grand-Pierre",4128,1799,"grandjl77",0,0,0,0,0,"1977-02-02","6-3","225","R"
"1800","C","Granlund","Markus","[TSN] Markus Granlund","Markus Granlund",4131,1800,"granlma93",0,0,0,0,0,"1993-04-16","5-11","185","L"
"1801","C","Granlund","Mikael","[TSN] Mikael Granlund","Mikael Granlund",4134,1801,"granlmi92",0,0,0,0,0,"1992-02-26","5-10","186","L"
"1802","D","Grant","Alex","[TSN] Alex Grant","Alex Grant",4137,1802,"grantal89",0,0,0,0,0,"1989-01-20","6-4","205","R"
"1803","CL","Grant","Derek","[TSN] Derek Grant","Derek Grant",4140,1803,"grantde90",0,0,0,0,0,"1990-04-20","6-3","206","L"
"1804","L","Grant","Tommy","[TSN] Tommy Grant","Tommy Grant",4143,1804,"grantto86",0,0,0,0,0,"1986-08-29","6-2","194","L"
"1805","L","Grant","Triston","[TSN] Triston Grant","Triston Grant",4144,1805,"granttr84",0,0,0,0,0,"1984-02-02","6-1","211","L"
"1806","L","Grantham","Ryley","[TSN] Ryley Grantham","Ryley Grantham",4147,1806,"grantry88",0,0,0,0,0,"1988-01-07","6-3","207","L"
"1807","C","Graovac","Tyler","[TSN] Tyler Graovac","Tyler Graovac",4148,1807,"graovty93",0,0,0,0,0,"1993-04-27","6-3","179","L"
"1808","L","Gratchev","Maxim","[TSN] Maxim Gratchev","Maxim Gratchev",4151,1808,"gratcma88",0,0,0,0,0,"1988-09-26","5-11","196","L"
"1809","C","Gratton","Benoit","[TSN] Benoit Gratton","Benoit Gratton",4152,1809,"grattbe76",0,0,0,0,0,"1976-12-28","5-11","194","L"
"1810","C","Gratton","Chris","[TSN] Chris Gratton","Chris Gratton",4154,1810,"grattch75",0,0,0,0,0,"1975-07-05","6-4","226","L"
"1811","L","Gratton","Josh","[TSN] Josh Gratton","Josh Gratton",4157,1811,"grattjo82",0,0,0,0,0,"1982-09-09","6-2","215","L"
"1812","D","Gravel","Kevin","[TSN] Kevin Gravel","Kevin Gravel",4160,1812,"graveke92",0,0,0,0,0,"1992-03-06","6-4","185","L"
"1813","L","Gravel","Mathieu","[TSN] Mathieu Gravel","Mathieu Gravel",4161,1813,"gravema84",0,0,0,0,0,"1984-10-19","6-4","195","L"
"1814","D","Gravel","Maxime","[TSN] Maxime Gravel","Maxime Gravel",4162,1814,"gravema95",0,0,0,0,0,"1995-02-12","6-1","178","R"
"1815","L","Graves","Adam","[TSN] Adam Graves","Adam Graves",4163,1815,"gravead68",0,0,0,0,0,"1968-04-12","6-0","205","L"
"1816","D","Graves","Ryan","[TSN] Ryan Graves","Ryan Graves",4165,1816,"gravery95",0,0,0,0,0,"1995-05-21","6-4","220","L"
"1817","D","Grebeshkov","Denis","[TSN] Denis Grebeshkov","Denis Grebeshkov",4167,1817,"grebede83",0,0,0,0,0,"1983-10-11","6-0","206","L"
"1818","D","Greco","Brady","[TSN] Brady Greco","Brady Greco",4171,1818,"grecobr83",0,0,0,0,0,"1983-03-04","6-3","202","R"
"1819","L","Green","Josh","[TSN] Josh Green","Josh Green",4172,1819,"greenjo77",0,0,0,0,0,"1977-11-16","6-3","218","L"
"1820","C","Green","Michael G.","[TSN] Michael G. Green","Michael G. Green",4180,1820,"greenmi79",0,0,0,0,0,"1979-08-23","5-11","192","R"
"1821","D","Green","Mike","[TSN] Mike Green","Mike Green",4183,1821,"greenmi85",0,0,0,0,0,"1985-10-12","6-1","207","R"
"1822","D","Green","Taylor","[TSN] Taylor Green","Taylor Green",4186,1822,"greenta95",0,0,0,0,0,"1995-01-11","6-6","227","L"
"1823","CR","Green","Travis","[TSN] Travis Green","Travis Green",4187,1823,"greentr70",0,0,0,0,0,"1970-12-20","6-1","204","R"
"1824","D","Greene","Andrew","[TSN] Andy Greene","Andrew Greene",4189,1824,"greenan82",0,0,0,0,0,"1982-10-30","5-11","190","L"
"1825","D","Greene","Matt","[TSN] Matt Greene","Matt Greene",4193,1825,"greenma83",0,0,0,0,0,"1983-05-13","6-3","234","R"
"1826","L","Greening","Colin","[TSN] Colin Greening","Colin Greening",4197,1826,"greenco86",0,0,0,0,0,"1986-03-09","6-3","210","L"
"1827","R","Greenop","Richard","[TSN] Richard Greenop","Richard Greenop",4201,1827,"greenri89",0,0,0,0,0,"1989-02-24","6-4","235","R"
"1828","L","Greentree","Kyle","[TSN] Kyle Greentree","Kyle Greentree",4202,1828,"greenky83",0,0,0,0,0,"1983-11-15","6-3","215","L"
"1829","L","Greenway","Jordan","[CAP] Jordan Greenway","Jordan Greenway",4205,1829,"greenjo97",NA,NA,NA,NA,NA,"1997-02-16",NA,NA,NA
"1830","L","Greer","A.J.","[CAP] A.J. Greer","A.J. Greer",4206,1830,"greeraj96",NA,NA,NA,NA,NA,"1996-12-14",NA,NA,NA
"1831","L","Greer","Matt","[TSN] Matt Greer","Matt Greer",4207,1831,"greerma85",0,0,0,0,0,"1985-11-21","6-2","190","L"
"1832","L","Gregoire","Jason","[TSN] Jason Gregoire","Jason Gregoire",4208,1832,"gregoja89",0,0,0,0,0,"1989-02-24","6-1","196","L"
"1833","C","Gregoire","Jeremy","[TSN] Jeremy Gregoire","Jeremy Gregoire",4209,1833,"gregoje95",0,0,0,0,0,"1995-09-05","6-0","190","R"
"1834","R","Greig","Mark","[TSN] Mark Greig","Mark Greig",4211,1834,"greigma70",0,0,0,0,0,"1970-01-25","5-11","190","R"
"1835","G","Greiss","Thomas","[TSN] Thomas Greiss","Thomas Greiss",4213,1835,"greisth86",0,0,0,0,0,"1986-01-29","6-1","220","L"
"1836","R","Grenier","Alexandre","[TSN] Alexandre Grenier","Alexandre Grenier",4216,1836,"grenial91",0,0,0,0,0,"1991-09-05","6-5","200","R"
"1837","D","Grenier","Martin","[TSN] Martin Grenier","Martin Grenier",4218,1837,"grenima80",0,0,0,0,0,"1980-11-02","6-5","245","L"
"1838","D","Grenzy","Michael","[TSN] Michael Grenzy","Michael Grenzy",4222,1838,"grenzmi84",0,0,0,0,0,"1984-02-06","6-4","190","L"
"1839","C","Gretzky","Wayne","[TSN] Wayne Gretzky","Wayne Gretzky",4223,1839,"gretzwa61",0,0,0,0,0,"1961-01-26","6-0","185","L"
"1840","R","Grier","Mike","[TSN] Mike Grier","Mike Grier",4224,1840,"griermi75",0,0,0,0,0,"1975-01-05","6-1","227","R"
"1841","R","Griffith","Seth","[TSN] Seth Griffith","Seth Griffith",4227,1841,"griffse93",0,0,0,0,0,"1993-01-04","5-11","185","R"
"1842","C","Griger","David","[TSN] David Griger","David Griger",4230,1842,"grigeda94",0,0,0,0,0,"1994-11-28","5-10","176","R"
"1843","R","Grigorenko","Igor","[TSN] Igor Grigorenko","Igor Grigorenko",4231,1843,"grigoig83",0,0,0,0,0,"1983-04-09","5-11","183","R"
"1844","CL","Grigorenko","Mikhail","[TSN] Mikhail Grigorenko","Mikhail Grigorenko",4232,1844,"grigomi94",0,0,0,0,0,"1994-05-16","6-3","209","L"
"1845","RC","Grimaldi","Rocco","[TSN] Rocco Grimaldi","Rocco Grimaldi",4235,1845,"grimaro93",0,0,0,0,0,"1993-02-08","5-6","160","R"
