"","pos","last","first","numfirstlast","firstlast","index","player.id","woi.id","pC","pL","pR","pD","pG","DOB","Height","Weight","Shoots"
"4527","L","HAMEL","DENIS","14 DENIS HAMEL","DENIS HAMEL",4438,1933,"hamelde77",0,4,3,0,0,"1977-05-10","6-1","201","L"
"4528","G","HAMERLIK","PETER","[TSN] Peter Hamerlik","PETER HAMERLIK",4439,1934,"hamerpe82",0,0,0,0,0,"1982-01-02","6-1","194","L"
"4529","D","HAMHUIS","DAN","[TSN] Dan Hamhuis","DAN HAMHUIS",4440,1935,"hamhuda82",0,0,0,0,0,"1982-12-13","6-1","209","L"
"4530","D","HAMHUIS","DAN","[CAP] HAMHUIS, DAN","DAN HAMHUIS",4441,1935,"hamhuda82",0,0,0,0,0,"1982-12-13","6-1","209","L"
"4531","D","HAMHUIS","DAN","2 DAN HAMHUIS","DAN HAMHUIS",4442,1935,"hamhuda82",0,0,0,1044,0,"1982-12-13","6-1","209","L"
"4532","C","HAMILL","ZACH","[TSN] Zach Hamill","ZACH HAMILL",4443,1936,"hamilza88",0,0,0,0,0,"1988-09-23","5-11","180","R"
"4533","C","HAMILL","ZACH","52 ZACH HAMILL","ZACH HAMILL",4444,1936,"hamilza88",20,0,0,0,0,"1988-09-23","5-11","180","R"
"4534","L","HAMILTON","CURTIS","[TSN] Curtis Hamilton","CURTIS HAMILTON",4445,1937,"hamilcu91",0,0,0,0,0,"1991-12-04","6-2","208","L"
"4535","L","HAMILTON","CURTIS","[CAP] HAMILTON, CURTIS","CURTIS HAMILTON",4446,1937,"hamilcu91",0,0,0,0,0,"1991-12-04","6-2","208","L"
"4536","L","HAMILTON","CURTIS","70 CURTIS HAMILTON","CURTIS HAMILTON",4447,1937,"hamilcu91",0,2,0,0,0,"1991-12-04","6-2","208","L"
"4537","D","HAMILTON","DOUGIE","[TSN] Dougie Hamilton","DOUGIE HAMILTON",4448,1938,"hamildo93",0,0,0,0,0,"1993-06-17","6-5","212","R"
"4538","D","HAMILTON","DOUGIE","[CAP] HAMILTON, DOUGIE","DOUGIE HAMILTON",4449,1938,"hamildo93",0,0,0,0,0,"1993-06-17","6-5","212","R"
"4539","D","HAMILTON","DOUGIE","27 DOUGIE HAMILTON","DOUGIE HAMILTON",4450,1938,"hamildo93",0,0,0,392,0,"1993-06-17","6-5","212","R"
"4540","CR","HAMILTON","FREDDIE","[TSN] Freddie Hamilton","FREDDIE HAMILTON",4451,1939,"hamilfr92",0,0,0,0,0,"1992-01-01","6-1","195","R"
"4541","CR","HAMILTON","FREDDIE","[CAP] HAMILTON, FREDDIE","FREDDIE HAMILTON",4452,1939,"hamilfr92",0,0,0,0,0,"1992-01-01","6-1","195","R"
"4542","CR","HAMILTON","FREDDIE","75 FREDDIE HAMILTON","FREDDIE HAMILTON",4453,1939,"hamilfr92",24,0,0,0,0,"1992-01-01","6-1","195","R"
"4543","CR","HAMILTON","FREDDIE","13 FREDDIE HAMILTON","FREDDIE HAMILTON",4454,1939,"hamilfr92",34,0,0,0,0,"1992-01-01","6-1","195","R"
"4544","RL","HAMILTON","JEFF","[TSN] Jeff Hamilton","JEFF HAMILTON",4455,1940,"hamilje77",0,0,0,0,0,"1977-09-04","5-10","185","R"
"4545","RL","HAMILTON","JEFF","18 JEFFREY HAMILTON","JEFF HAMILTON",4456,1940,"hamilje77",14,0,0,0,0,"1977-09-04","5-10","185","R"
"4546","RL","HAMILTON","JEFF","51 JEFFREY HAMILTON","JEFF HAMILTON",4457,1940,"hamilje77",143,0,0,0,0,"1977-09-04","5-10","185","R"
"4547","C","HAMILTON","MIKE","[TSN] Mike Hamilton","MIKE HAMILTON",4458,1941,"hamilmi83",0,0,0,0,0,"1983-05-02","6-1","190","L"
"4548","L","HAMILTON","RYAN","[TSN] Ryan Hamilton","RYAN HAMILTON",4459,1942,"hamilry85",0,0,0,0,0,"1985-04-15","6-2","219","L"
"4549","L","HAMILTON","RYAN","[CAP] HAMILTON, RYAN","RYAN HAMILTON",4460,1942,"hamilry85",0,0,0,0,0,"1985-04-15","6-2","219","L"
"4550","L","HAMILTON","RYAN","48 RYAN HAMILTON","RYAN HAMILTON",4461,1942,"hamilry85",0,50,0,0,0,"1985-04-15","6-2","219","L"
"4551","CR","HAMILTON","WACEY","[TSN] Wacey Hamilton","WACEY HAMILTON",4462,1943,"hamilwa90",0,0,0,0,0,"1990-09-10","5-11","180","L"
"4552","G","HAMMOND","ANDREW","[TSN] Andrew Hammond","ANDREW HAMMOND",4463,1944,"hammoan88",0,0,0,0,0,"1988-02-11","6-1","216","L"
"4553","G","HAMMOND","ANDREW","[CAP] HAMMOND, ANDREW","ANDREW HAMMOND",4464,1944,"hammoan88",0,0,0,0,0,"1988-02-11","6-1","216","L"
"4554","G","HAMMOND","ANDREW","30 ANDREW HAMMOND","ANDREW HAMMOND",4465,1944,"hammoan88",0,0,0,0,128,"1988-02-11","6-1","216","L"
"4555","D","HAMONIC","TRAVIS","[TSN] Travis Hamonic","TRAVIS HAMONIC",4466,1945,"hamontr90",0,0,0,0,0,"1990-08-16","6-2","209","R"
"4556","D","HAMONIC","TRAVIS","[CAP] HAMONIC, TRAVIS","TRAVIS HAMONIC",4467,1945,"hamontr90",0,0,0,0,0,"1990-08-16","6-2","209","R"
"4557","D","HAMONIC","TRAVIS","36 TRAVIS HAMONIC","TRAVIS HAMONIC",4468,1945,"hamontr90",0,0,0,61,0,"1990-08-16","6-2","209","R"
"4558","D","HAMONIC","TRAVIS","3 TRAVIS HAMONIC","TRAVIS HAMONIC",4469,1945,"hamontr90",0,0,0,450,0,"1990-08-16","6-2","209","R"
"4559","D","HAMRLIK","ROMAN","[TSN] Roman Hamrlik","ROMAN HAMRLIK",4470,1946,"hamrlro74",0,0,0,0,0,"1974-04-12","6-2","206","L"
"4560","D","HAMRLIK","ROMAN","4 ROMAN HAMRLIK","ROMAN HAMRLIK",4471,1946,"hamrlro74",0,0,0,295,0,"1974-04-12","6-2","206","L"
"4561","D","HAMRLIK","ROMAN","44 ROMAN HAMRLIK","ROMAN HAMRLIK",4472,1946,"hamrlro74",0,0,0,440,0,"1974-04-12","6-2","206","L"
"4562","D","HAMRLIK","ROMAN","40 ROMAN HAMRLIK","ROMAN HAMRLIK",4473,1946,"hamrlro74",0,0,0,14,0,"1974-04-12","6-2","206","L"
"4563","C","HANDZUS","MICHAL","[TSN] Michal Handzus","MICHAL HANDZUS",4474,1947,"handzmi77",0,0,0,0,0,"1977-03-11","6-5","215","L"
"4564","C","HANDZUS","MICHAL","26 MICHAL HANDZUS","MICHAL HANDZUS",4475,1947,"handzmi77",896,0,0,0,0,"1977-03-11","6-5","215","L"
"4565","D","Hanifin","Noah","[CAP] Noah Hanifin","Noah Hanifin",4476,1948,"hanifno97",NA,NA,NA,NA,NA,"1997-01-25",NA,NA,NA
"4566","D","HANIFIN","NOAH","5 NOAH HANIFIN","NOAH HANIFIN",13263,1948,"hanifno97",0,0,0,47,0,"1997-01-25",NA,NA,NA
"4567","L","HANKINSON","CASEY","[TSN] Casey Hankinson","CASEY HANKINSON",4477,1949,"hankica76",0,0,0,0,0,"1976-05-08","6-1","187","L"
"4568","L","HANKINSON","CASEY","48 CASEY HANKINSON","CASEY HANKINSON",4478,1949,"hankica76",0,4,0,0,0,"1976-05-08","6-1","187","L"
"4569","D","Hanley","Joel","[CAP] Joel Hanley","Joel Hanley",4479,1950,"hanlejo91",NA,NA,NA,NA,NA,"1991-06-08",NA,NA,NA
"4570","D","HANNAN","SCOTT","[TSN] Scott Hannan","SCOTT HANNAN",4480,1951,"hannasc79",0,0,0,0,0,"1979-01-23","6-1","215","L"
"4571","D","HANNAN","SCOTT","[CAP] HANNAN, SCOTT","SCOTT HANNAN",4481,1951,"hannasc79",0,0,0,0,0,"1979-01-23","6-1","215","L"
"4572","D","HANNAN","SCOTT","22 SCOTT HANNAN","SCOTT HANNAN",4482,1951,"hannasc79",0,0,0,662,0,"1979-01-23","6-1","215","L"
"4573","D","HANNAN","SCOTT","23 SCOTT HANNAN","SCOTT HANNAN",4483,1951,"hannasc79",0,0,0,142,0,"1979-01-23","6-1","215","L"
"4574","D","HANNAN","SCOTT","27 SCOTT HANNAN","SCOTT HANNAN",4484,1951,"hannasc79",0,0,0,257,0,"1979-01-23","6-1","215","L"
"4575","D","HANNAY","SAWYER","[TSN] Sawyer Hannay","SAWYER HANNAY",4485,1952,"hannasa92",0,0,0,0,0,"1992-09-06","6-4","190","R"
"4576","L","Hannikainen","Markus","[CAP] Markus Hannikainen","Markus Hannikainen",4486,1953,"hannima93",NA,NA,NA,NA,NA,"1993-03-26",NA,NA,NA
"4577","L","HANNIKAINEN","MARKUS","33 MARKUS HANNIKAINEN","MARKUS HANNIKAINEN",13384,1953,"hannima93",0,4,0,0,0,"1993-03-26",NA,NA,NA
"4578","LR","HANNULA","MIKA","[TSN] Mika Hannula","MIKA HANNULA",4487,1954,"hannumi79",0,0,0,0,0,"1979-04-02","5-11","180","L"
"4579","LR","HANOWSKI","BEN","[TSN] Ben Hanowski","BEN HANOWSKI",4488,1955,"hanowbe90",0,0,0,0,0,"1990-10-18","6-2","210","L"
"4580","LR","HANOWSKI","BEN","[CAP] HANOWSKI, BEN","BEN HANOWSKI",4489,1955,"hanowbe90",0,0,0,0,0,"1990-10-18","6-2","210","L"
"4581","LR","HANOWSKI","BEN","58 BEN HANOWSKI","BEN HANOWSKI",4490,1955,"hanowbe90",0,27,0,0,0,"1990-10-18","6-2","210","L"
"4582","R","HANSEN","JAKE","[TSN] Jake Hansen","JAKE HANSEN",4491,1956,"hanseja89",0,0,0,0,0,"1989-08-21","6-1","168","R"
"4583","RL","HANSEN","JANNIK","[TSN] Jannik Hansen","JANNIK HANSEN",4492,1957,"hanseja86",0,0,0,0,0,"1986-03-15","6-1","195","R"
"4584","RL","HANSEN","JANNIK","[CAP] HANSEN, JANNIK","JANNIK HANSEN",4493,1957,"hanseja86",0,0,0,0,0,"1986-03-15","6-1","195","R"
"4585","RL","HANSEN","JANNIK","36 JANNIK HANSEN","JANNIK HANSEN",4494,1957,"hanseja86",0,6,732,0,0,"1986-03-15","6-1","195","R"
"4586","D","HANSEN","MATTHEW","[TSN] Matthew Hansen","MATTHEW HANSEN",4495,1958,"hansema85",0,0,0,0,0,"1985-01-18","6-4","198","L"
"4587","R","HANSEN","TAVIS","[TSN] Tavis Hansen","TAVIS HANSEN",4496,1959,"hanseta75",0,0,0,0,0,"1975-06-17","6-1","205","R"
"4588","RC","HANSON","CHRISTIAN","[TSN] Christian Hanson","CHRISTIAN HANSON",4497,1960,"hansoch86",0,0,0,0,0,"1986-03-10","6-4","228","R"
"4589","RC","HANSON","CHRISTIAN","20 CHRISTIAN HANSON","CHRISTIAN HANSON",4498,1960,"hansoch86",42,0,0,0,0,"1986-03-10","6-4","228","R"
"4590","D","Hansson","Petter","[CAP] Petter Hansson","Petter Hansson",4499,1961,"hansspe96",NA,NA,NA,NA,NA,"1996-05-16",NA,NA,NA
"4591","D","HANSSON","NIKLAS","[TSN] Niklas Hansson","NIKLAS HANSSON",4500,1962,"hanssni95",0,0,0,0,0,"1995-01-08","6-1","175","R"
"4592","D","HANSSON","NIKLAS","[CAP] HANSSON, NIKLAS","NIKLAS HANSSON",4501,1962,"hanssni95",0,0,0,0,0,"1995-01-08","6-1","175","R"
"4593","G","HANULJAK","MIROSLAV","[TSN] Miroslav Hanuljak","MIROSLAV HANULJAK",4502,1963,"hanulmi84",0,0,0,0,0,"1984-09-12","6-4","197","L"
"4594","C","HANZAL","MARTIN","[TSN] Martin Hanzal","MARTIN HANZAL",4503,1964,"hanzama87",0,0,0,0,0,"1987-02-20","6-6","230","L"
"4595","C","HANZAL","MARTIN","[CAP] HANZAL, MARTIN","MARTIN HANZAL",4504,1964,"hanzama87",0,0,0,0,0,"1987-02-20","6-6","230","L"
"4596","C","HANZAL","MARTIN","11 MARTIN HANZAL","MARTIN HANZAL",4505,1964,"hanzama87",652,0,0,0,0,"1987-02-20","6-6","230","L"
"4597","G","HARDING","JOSH","[TSN] Josh Harding","JOSH HARDING",4506,1965,"hardijo84",0,0,0,0,0,"1984-06-18","6-2","194","R"
"4598","G","HARDING","JOSH","[CAP] HARDING, JOSH","JOSH HARDING",4507,1965,"hardijo84",0,0,0,0,0,"1984-06-18","6-2","194","R"
"4599","G","HARDING","JOSH","32 JOSH HARDING","JOSH HARDING",4508,1965,"hardijo84",0,0,0,0,1,"1984-06-18","6-2","194","R"
"4600","G","HARDING","JOSH","29 JOSH HARDING","JOSH HARDING",4509,1965,"hardijo84",0,0,0,0,214,"1984-06-18","6-2","194","R"
"4601","G","HARDING","JOSH","29 JOSH (W)  HARDING","JOSH HARDING",4510,1965,"hardijo84",0,0,0,0,2,"1984-06-18","6-2","194","R"
"4602","G","HARDING","JOSH","37 JOSH HARDING","JOSH HARDING",4511,1965,"hardijo84",0,0,0,0,236,"1984-06-18","6-2","194","R"
"4603","L","HARGROVE","COLTON","[TSN] Colton Hargrove","COLTON HARGROVE",4512,1966,"hargrco92",0,0,0,0,0,"1992-06-25","6-1","215","L"
"4604","L","HARGROVE","COLTON","[CAP] HARGROVE, COLTON","COLTON HARGROVE",4513,1966,"hargrco92",0,0,0,0,0,"1992-06-25","6-1","215","L"
"4605","LR","HARJU","JOHAN","[TSN] Johan Harju","JOHAN HARJU",4514,1967,"harjujo86",0,0,0,0,0,"1986-05-15","6-3","210","L"
"4606","LR","HARJU","JOHAN","24 JOHAN HARJU","JOHAN HARJU",4515,1967,"harjujo86",0,10,0,0,0,"1986-05-15","6-3","210","L"
"4607","C","Harkins","Jansen","[CAP] Jansen Harkins","Jansen Harkins",4516,1968,"harkija97",NA,NA,NA,NA,NA,"1997-05-23",NA,NA,NA
"4608","CL","HARKINS","BRETT","[TSN] Brett Harkins","BRETT HARKINS",4517,1969,"harkibr70",0,0,0,0,0,"1970-07-02","6-1","185","L"
"4609","D","HARLOCK","DAVID","[TSN] David Harlock","DAVID HARLOCK",4518,1970,"harloda71",0,0,0,0,0,"1971-03-16","6-2","215","L"
"4610","R","HARMS","BRENDAN","[TSN] Brendan Harms","BRENDAN HARMS",4519,1971,"harmsbr94",0,0,0,0,0,"1994-12-02","6-0","180","R"
"4611","R","HARPER","SHANE","[TSN] Shane Harper","SHANE HARPER",4520,1972,"harpesh89",0,0,0,0,0,"1989-02-01","5-11","193","R"
"4612","L","HARPER","STEPHEN","[TSN] Stephen Harper","STEPHEN HARPER",4521,1973,"harpest95",0,0,0,0,0,"1995-03-25","6-2","205","L"
"4613","D","HARPUR","BEN","[TSN] Ben Harpur","BEN HARPUR",4522,1974,"harpube95",0,0,0,0,0,"1995-01-12","6-6","210","L"
"4614","D","HARPUR","BEN","[CAP] HARPUR, BEN","BEN HARPUR",4523,1974,"harpube95",0,0,0,0,0,"1995-01-12","6-6","210","L"
"4615","D","HARRINGTON","CHRIS","[TSN] Chris Harrington","CHRIS HARRINGTON",4524,1975,"harrich82",0,0,0,0,0,"1982-05-07","6-0","185","R"
"4616","D","HARRINGTON","SCOTT","[TSN] Scott Harrington","SCOTT HARRINGTON",4525,1976,"harrisc93",0,0,0,0,0,"1993-03-10","6-2","210","L"
"4617","D","HARRINGTON","SCOTT","[CAP] HARRINGTON, SCOTT","SCOTT HARRINGTON",4526,1976,"harrisc93",0,0,0,0,0,"1993-03-10","6-2","210","L"
"4618","D","HARRINGTON","SCOTT","6 SCOTT HARRINGTON","SCOTT HARRINGTON",4527,1976,"harrisc93",0,0,0,20,0,"1993-03-10","6-2","210","L"
"4619","D","HARRINGTON","SCOTT","36 SCOTT HARRINGTON","SCOTT HARRINGTON",13217,1976,"harrisc93",0,0,0,15,0,"1993-03-10","6-2","210","L"
"4620","D","HARRISON","JAY","[TSN] Jay Harrison","JAY HARRISON",4528,1977,"harrija82",0,0,0,0,0,"1982-11-03","6-4","220","L"
"4621","D","HARRISON","JAY","[CAP] HARRISON, JAY","JAY HARRISON",4529,1977,"harrija82",0,0,0,0,0,"1982-11-03","6-4","220","L"
"4622","D","HARRISON","JAY","43 JAY HARRISON","JAY HARRISON",4530,1977,"harrija82",0,0,0,20,0,"1982-11-03","6-4","220","L"
"4623","D","HARRISON","JAY","44 JAY HARRISON","JAY HARRISON",4531,1977,"harrija82",0,0,0,403,0,"1982-11-03","6-4","220","L"
"4624","D","HARRISON","JAY","23 JAY HARRISON","JAY HARRISON",4532,1977,"harrija82",0,0,0,70,0,"1982-11-03","6-4","220","L"
"4625","R","HARRISON","TIM","[TSN] Tim Harrison","TIM HARRISON",4533,1978,"harriti94",0,0,0,0,0,"1994-01-11","6-3","175","R"
"4626","R","HARRISON","TIM","[CAP] HARRISON, TIM","TIM HARRISON",4534,1978,"harriti94",0,0,0,0,0,"1994-01-11","6-3","175","R"
"4627","D","HARROLD","PETER","[TSN] Peter Harrold","PETER HARROLD",4535,1979,"harrope83",0,0,0,0,0,"1983-06-08","6-0","185","R"
"4628","D","HARROLD","PETER","[CAP] HARROLD, PETER","PETER HARROLD",4536,1979,"harrope83",0,0,0,0,0,"1983-06-08","6-0","185","R"
"4629","D","HARROLD","PETER","49 PETER HARROLD","PETER HARROLD",4537,1979,"harrope83",0,0,0,12,0,"1983-06-08","6-0","185","R"
"4630","D","HARROLD","PETER","5 PETER HARROLD","PETER HARROLD",4538,1979,"harrope83",0,0,0,153,0,"1983-06-08","6-0","185","R"
"4631","D","HARROLD","PETER","10 PETER HARROLD","PETER HARROLD",4539,1979,"harrope83",0,0,0,200,0,"1983-06-08","6-0","185","R"
"4632","D","HARROLD","PETER","21 PETER HARROLD","PETER HARROLD",4540,1979,"harrope83",0,0,0,3,0,"1983-06-08","6-0","185","R"
"4633","D","HARSTAD","AARON","[TSN] Aaron Harstad","AARON HARSTAD",4541,1980,"harstaa92",0,0,0,0,0,"1992-04-27","6-2","199","L"
"4634","D","HARSTAD","AARON","[CAP] HARSTAD, AARON","AARON HARSTAD",4542,1980,"harstaa92",0,0,0,0,0,"1992-04-27","6-2","199","L"
"4635","RL","HART","BRIAN","[TSN] Brian Hart","BRIAN HART",4543,1981,"hartxbr93",0,0,0,0,0,"1993-11-25","6-2","203","R"
"4636","RL","HART","BRIAN","[CAP] HART, BRIAN","BRIAN HART",4544,1981,"hartxbr93",0,0,0,0,0,"1993-11-25","6-2","203","R"
"4637","C","HART","JAYDEN","[TSN] Jayden Hart","JAYDEN HART",4545,1982,"hartxja94",0,0,0,0,0,"1994-12-14","6-2","192","R"
"4638","C","HARTIGAN","MARK","[TSN] Mark Hartigan","MARK HARTIGAN",4546,1983,"hartima77",0,0,0,0,0,"1977-10-15","6-0","200","L"
"4639","C","HARTIGAN","MARK","3 MARK HARTIGAN","MARK HARTIGAN",4547,1983,"hartima77",23,0,0,0,0,"1977-10-15","6-0","200","L"
"4640","C","HARTIGAN","MARK","42 MARK HARTIGAN","MARK HARTIGAN",4548,1983,"hartima77",47,0,0,0,0,"1977-10-15","6-0","200","L"
"4641","C","HARTIGAN","MARK","13 MARK HARTIGAN","MARK HARTIGAN",4549,1983,"hartima77",7,0,0,0,0,"1977-10-15","6-0","200","L"
"4642","C","HARTIGAN","MARK","44 MARK HARTIGAN","MARK HARTIGAN",4550,1983,"hartima77",27,0,0,0,0,"1977-10-15","6-0","200","L"
"4643","LR","HARTIKAINEN","TEEMU","[TSN] Teemu Hartikainen","TEEMU HARTIKAINEN",4551,1984,"hartite90",0,0,0,0,0,"1990-05-03","6-1","214","L"
"4644","LR","HARTIKAINEN","TEEMU","[CAP] HARTIKAINEN, TEEMU","TEEMU HARTIKAINEN",4552,1984,"hartite90",0,0,0,0,0,"1990-05-03","6-1","214","L"
"4645","LR","HARTIKAINEN","TEEMU","56 TEEMU HARTIKAINEN","TEEMU HARTIKAINEN",4553,1984,"hartite90",52,0,0,0,0,"1990-05-03","6-1","214","L"
"4646","R","HARTMAN","RYAN","[TSN] Ryan Hartman","RYAN HARTMAN",4554,1985,"hartmry94",0,0,0,0,0,"1994-09-20","5-11","181","R"
"4647","R","HARTMAN","RYAN","[CAP] HARTMAN, RYAN","RYAN HARTMAN",4555,1985,"hartmry94",0,0,0,0,0,"1994-09-20","5-11","181","R"
"4648","R","HARTMAN","RYAN","38 RYAN HARTMAN","RYAN HARTMAN",4556,1985,"hartmry94",0,0,13,0,0,"1994-09-20","5-11","181","R"
"4649","L","HARTNELL","SCOTT","[TSN] Scott Hartnell","SCOTT HARTNELL",4557,1986,"hartnsc82",0,0,0,0,0,"1982-04-18","6-2","210","L"
"4650","L","HARTNELL","SCOTT","[CAP] HARTNELL, SCOTT","SCOTT HARTNELL",4558,1986,"hartnsc82",0,0,0,0,0,"1982-04-18","6-2","210","L"
"4651","L","HARTNELL","SCOTT","17 SCOTT HARTNELL","SCOTT HARTNELL",4559,1986,"hartnsc82",0,214,77,0,0,"1982-04-18","6-2","210","L"
"4652","L","HARTNELL","SCOTT","19 SCOTT HARTNELL","SCOTT HARTNELL",4560,1986,"hartnsc82",0,677,0,0,0,"1982-04-18","6-2","210","L"
"4653","L","HARTNELL","SCOTT","43 SCOTT HARTNELL","SCOTT HARTNELL",4561,1986,"hartnsc82",0,203,0,0,0,"1982-04-18","6-2","210","L"
"4654","G","HARTZELL","ERIC","[TSN] Eric Hartzell","ERIC HARTZELL",4562,1987,"hartzer89",0,0,0,0,0,"1989-05-28","6-4","205","L"
"4655","G","HARTZELL","ERIC","[CAP] HARTZELL, ERIC","ERIC HARTZELL",4563,1987,"hartzer89",0,0,0,0,0,"1989-05-28","6-4","205","L"
"4656","G","HARTZELL","ERIC","31 ERIC HARTZELL","ERIC HARTZELL",4564,1987,"hartzer89",0,0,0,0,1,"1989-05-28","6-4","205","L"
"4657","L","HARVEY","KEVIN","[TSN] Kevin Harvey","KEVIN HARVEY",4565,1988,"harveke84",0,0,0,0,0,"1984-09-14","6-2","175","L"
"4658","R","HARVEY","TODD","[TSN] Todd Harvey","TODD HARVEY",4566,1989,"harveto75",0,0,0,0,0,"1975-02-17","6-0","210","R"
"4659","R","HARVEY","TODD","13 TODD HARVEY","TODD HARVEY",4567,1989,"harveto75",0,64,138,0,0,"1975-02-17","6-0","210","R"
"4660","G","HASEK","DOMINIK","[TSN] Dominik Hasek","DOMINIK HASEK",4568,1990,"hasekdo65",0,0,0,0,0,"1965-01-29","6-1","166","L"
"4661","G","HASEK","DOMINIK","39 DOMINIK HASEK","DOMINIK HASEK",4569,1990,"hasekdo65",0,0,0,0,245,"1965-01-29","6-1","166","L"
"4662","G","HASEK","DOMINIK","39 DOMINIK (OT)  HASEK","DOMINIK HASEK",4570,1990,"hasekdo65",0,0,0,0,1,"1965-01-29","6-1","166","L"
"4663","G","HASEK","DOMINIK","39 DOMINIK (W)  HASEK","DOMINIK HASEK",4571,1990,"hasekdo65",0,0,0,0,2,"1965-01-29","6-1","166","L"
"4664","G","HASEK","DOMINIK","39 DOMINIK (L)  HASEK","DOMINIK HASEK",4572,1990,"hasekdo65",0,0,0,0,2,"1965-01-29","6-1","166","L"
"4665","C","HASKINS","TYLER","[TSN] Tyler Haskins","TYLER HASKINS",4573,1991,"haskity86",0,0,0,0,0,"1986-05-26","6-1","177","R"
"4666","D","HATCHER","DERIAN","[TSN] Derian Hatcher","DERIAN HATCHER",4574,1992,"hatchde72",0,0,0,0,0,"1972-06-04","6-5","235","L"
"4667","D","HATCHER","DERIAN","2 DERIAN HATCHER","DERIAN HATCHER",4575,1992,"hatchde72",0,0,0,333,0,"1972-06-04","6-5","235","L"
"4668","F","Hathaway","Garnet","[CAP] Garnet Hathaway","Garnet Hathaway",4576,1993,"hathaga91",NA,NA,NA,NA,NA,"1991-11-23",NA,NA,NA
"4669","D","HAUER","BRETT","[TSN] Brett Hauer","BRETT HAUER",4577,1994,"hauerbr71",0,0,0,0,0,"1971-07-11","6-2","210","R"
"4670","D","HAUF","JARED","[TSN] Jared Hauf","JARED HAUF",4578,1995,"haufxja95",0,0,0,0,0,"1995-03-06","6-5","212","L"
"4671","C","HAUHTONEN","JANNE","[TSN] Janne Hauhtonen","JANNE HAUHTONEN",4579,1996,"hauhtja79",0,0,0,0,0,"1979-07-05","6-3","205","R"
"4672","CL","HAULA","ERIK","[TSN] Erik Haula","ERIK HAULA",4580,1997,"haulaer91",0,0,0,0,0,"1991-03-23","5-11","192","L"
"4673","CL","HAULA","ERIK","[CAP] HAULA, ERIK","ERIK HAULA",4581,1997,"haulaer91",0,0,0,0,0,"1991-03-23","5-11","192","L"
"4674","CL","HAULA","ERIK","56 ERIK HAULA","ERIK HAULA",4582,1997,"haulaer91",0,309,0,0,0,"1991-03-23","5-11","192","L"
"4675","G","HAUSER","ADAM","[TSN] Adam Hauser","ADAM HAUSER",4583,1998,"hausead80",0,0,0,0,0,"1980-05-27","6-2","195","L"
"4676","G","HAUSER","ADAM","45 ADAM HAUSER","ADAM HAUSER",4584,1998,"hausead80",0,0,0,0,4,"1980-05-27","6-2","195","L"
"4677","L","HAUSWIRTH","JAKE","[TSN] Jake Hauswirth","JAKE HAUSWIRTH",4585,1999,"hauswja88",0,0,0,0,0,"1988-02-16","6-5","209","L"
"4678","D","HAVELID","NICLAS","[TSN] Niclas Havelid","NICLAS HAVELID",4586,2000,"havelni73",0,0,0,0,0,"1973-04-12","6-0","200","L"
"4679","D","HAVELID","NICLAS","28 NICLAS HAVELID","NICLAS HAVELID",4587,2000,"havelni73",0,0,0,498,0,"1973-04-12","6-0","200","L"
"4680","RL","HAVLAT","MARTIN","[TSN] Martin Havlat","MARTIN HAVLAT",4588,2001,"havlama81",0,0,0,0,0,"1981-04-19","6-2","210","L"
"4681","RL","HAVLAT","MARTIN","[CAP] HAVLAT, MARTIN","MARTIN HAVLAT",4589,2001,"havlama81",0,0,0,0,0,"1981-04-19","6-2","210","L"
"4682","RL","HAVLAT","MARTIN","9 MARTIN HAVLAT","MARTIN HAVLAT",4590,2001,"havlama81",0,28,318,0,0,"1981-04-19","6-2","210","L"
"4683","RL","HAVLAT","MARTIN","24 MARTIN HAVLAT","MARTIN HAVLAT",4591,2001,"havlama81",0,6,260,0,0,"1981-04-19","6-2","210","L"
"4684","RL","HAVLAT","MARTIN","14 MARTIN HAVLAT","MARTIN HAVLAT",4592,2001,"havlama81",0,0,73,0,0,"1981-04-19","6-2","210","L"
"4685","RL","HAVLAT","MARTIN","9 MARTY HAVLAT","MARTIN HAVLAT",4593,2001,"havlama81",0,0,98,0,0,"1981-04-19","6-2","210","L"
"4686","RL","HAVLAT","MARTIN","29 MARTIN HAVLAT","MARTIN HAVLAT",13359,2001,"havlama81",0,0,2,0,0,"1981-04-19","6-2","210","L"
"4687","D","HAWGOOD","GREG","[TSN] Greg Hawgood","GREG HAWGOOD",4594,2002,"hawgogr68",0,0,0,0,0,"1968-08-10","5-10","190","L"
"4688","G","HAWKEY","HAYDEN","[CAP] HAWKEY, HAYDEN","HAYDEN HAWKEY",4595,2003,"hawkeha95",0,0,0,0,0,"1995-03-01",NA,NA,NA
"4689","RC","HAWRYLUK","JAYCE","[TSN] Jayce Hawryluk","JAYCE HAWRYLUK",4596,2004,"hawryja96",0,0,0,0,0,"1996-01-01","5-10","190","R"
"4690","RC","HAWRYLUK","JAYCE","[CAP] HAWRYLUK, JAYCE","JAYCE HAWRYLUK",4597,2004,"hawryja96",0,0,0,0,0,"1996-01-01","5-10","190","R"
"4691","L","HAY","DWAYNE","[TSN] Dwayne Hay","DWAYNE HAY",4598,2005,"hayxxdw77",0,0,0,0,0,"1977-02-11","6-1","203","L"
"4692","R","HAYDAR","DARREN","[TSN] Darren Haydar","DARREN HAYDAR",4599,2006,"haydada79",0,0,0,0,0,"1979-10-22","5-9","170","R"
